"agfh_means","agfh_medians","agfh_maps","hb","lm","eb"
1.4815053476975,1.45088775656344,2.19993073762416,1.42286918128771,1.49634514107733,3.06951952182585
4.06522940023632,4.06102580142273,3.83973600449779,5.95575387853412,6.68741911747623,6.68741911747608
0.771762649921904,0.759882023888063,1.10562747967133,2.07104932973813,1.30020221206725,1.24067792802175
0.499189749159869,0.497046943782258,0.422147012622327,5.74282336702517,5.89864363940635,6.09645325785851
1.67994170366583,1.66181251829237,1.65748349291773,4.71030384113533,2.72086843153709,4.4068328666368
14.0560708205151,14.0252624516411,10.8845381541634,22.2923019037045,21.3391591126418,23.5252936107449
0.5469839455184,0.540823794162019,0.690392145145336,2.91578608031912,3.05178673562821,3.0855050629967
3.57333708365663,3.44599794678021,2.83618218574052,12.3327623444946,9.58451986490772,9.58451986490772
0.589857837601114,0.581971974479208,0.933219185228145,6.33366755991015,5.83235015380824,5.81119697324221
1.0981066253692,1.10972758214738,1.2051258241367,5.47817339129172,5.00727918538856,5.02410115843717
2.25519969431277,2.23729653606027,1.81053917217608,6.00990420533613,8.24913568549098,10.4528678948638
0.989236357656177,0.972341490741806,0.686005706760003,4.91522293753877,4.19608124360534,4.19608124360528
0.790514875695489,0.773561122709517,0.81940613778483,6.87352223014844,6.26202066058749,6.19312565791576
0.749253882783404,0.722354307324716,0.872134100508544,4.5240745639619,4.93303436576621,5.6147583591732
1.30596028610135,1.27415165193207,1.30725574014731,12.9088463604052,11.6860385780748,11.6615289589076
1.48629667740853,1.4809898869001,1.83791351733229,6.6822793891072,6.20071464884029,6.20071464884028
0.54764116312532,0.546632535002767,0.576291378013788,4.01193218501458,4.03066414707453,4.38871300305056
2.81281084095078,2.79652688789649,2.75643237639179,8.11726196553513,8.08814438205171,8.08814438205167
3.17216244019849,3.1230489954761,3.24199521990007,8.48190401058331,8.18646923679166,8.50980883359326
4.57385994392721,4.52810833365607,4.68713152814675,11.4701509906567,10.6613694445109,10.6613694445109
1.94924492643847,1.91933330894182,2.1346672339444,4.4971849773286,3.81052684999545,4.37679707357036
8.24200509118629,8.17711566364111,8.14319917683189,11.8135533097674,9.71604043524498,12.626263367214
0.861961270111543,0.855786723309862,1.21021004651867,15.166567713224,13.3543590923672,13.3543590923674
0.557288957339134,0.559057042425471,0.619959958974031,4.52703486304069,3.53854775872719,6.60096776167478
2.59824240429248,2.59978562234312,2.60728361588058,4.87008781973404,4.69030443016371,4.69006044192528
0.462585314544441,0.461120095402246,0.951322607272818,6.95036863621226,6.79835254980325,6.79835254980323
6.34135527672038,6.37072500902489,8.6682902635868,3.98538265340542,4.26625330745531,7.19050940375167
1.15559667830333,1.14192887570633,1.0974595063597,8.56689924928496,8.43136554755185,11.169426585788
2.20116167503208,2.20167905585255,2.41585267077401,5.49479565043439,4.59996764785564,8.0250763343838
3.18296627480816,3.13218830839535,2.95356433206697,15.9770513411152,15.9804268813355,17.4201619746759
